evrak_no,tarih,urun_aciklamasi,unit_price_usd,miktar_mt,fabric_type,source_file
202601276,2026-03-07,POLY.INTERLOK DUZ BOYALI,6.5,35.05,interlok,lescon_orme
202601293,2026-03-09,POLY.INTERLOK DUZ BOYALI,6.5,54.75,interlok,lescon_orme
202601288,2026-03-09,SCUBA POLY.ELASTAN PIKE DUZ BOYALI,6.3,22.83,scuba,lescon_orme
202601287,2026-03-09,POLY.CELIKLI CIZGILI INTERLOK DUZ BOYALI,7.9,25.95,interlok,lescon_orme
202601355,2026-03-10,SCUBA POLY.ELASTAN DUZ BOYALI,6.9,939.23,scuba,lescon_orme
202601354,2026-03-10,SCUBA POLY.ELASTAN DUZ BOYALI,6.9,1030.9,scuba,lescon_orme
202601357,2026-03-11,SCUBA POLY.ELASTAN DUZ BOYALI,6.9,922.9,scuba,lescon_orme
202601379,2026-03-12,SCUBA POLY.ELASTAN DUZ BOYALI,6.9,400.6,scuba,lescon_orme
202601390,2026-03-13,SCUBA POLY.ELASTAN DUZ BOYALI,6.9,693.4,scuba,lescon_orme
202601390,2026-03-13,SCUBA POLY.ELASTAN DUZ BOYALI,6.9,678.9,scuba,lescon_orme
202601390,2026-03-13,SCUBA POLY.ELASTAN DUZ BOYALI,6.9,239.79,scuba,lescon_orme
202601422,2026-03-16,POLY.ELASTAN RAPORLU PETEK SUPREM DUZ BOYALI,7.0,13.0,suprem,lescon_orme
202601421,2026-03-16,POLY.INTERLOK DUZ BOYALI,6.5,73.1,interlok,lescon_orme
202601421,2026-03-16,POLY.INTERLOK DUZ BOYALI,6.5,310.5,interlok,lescon_orme
202601420,2026-03-16,SCUBA POLY.ELASTAN DUZ BOYALI,6.9,686.36,scuba,lescon_orme
202601420,2026-03-16,SCUBA POLY.ELASTAN DUZ BOYALI,6.9,699.57,scuba,lescon_orme
202601454,2026-03-17,SCUBA POLY.ELASTAN DUZ BOYALI,6.9,668.13,scuba,lescon_orme
202601454,2026-03-17,SCUBA POLY.ELASTAN DUZ BOYALI,6.9,176.44,scuba,lescon_orme
202601454,2026-03-17,SCUBA POLY.ELASTAN DUZ BOYALI,6.9,500.75,scuba,lescon_orme
202601495,2026-03-18,NAYL.ELASTAN JAKAR SUPREM DUZ BOYALI,9.5,18.8,suprem,lescon_orme
202601466,2026-03-18,POLY.INTERLOK DUZ BOYALI,6.5,130.52,interlok,lescon_orme
202601466,2026-03-18,POLY.INTERLOK DUZ BOYALI,6.5,133.3,interlok,lescon_orme
202601466,2026-03-18,POLY.INTERLOK DUZ BOYALI,6.5,308.59,interlok,lescon_orme
202601465,2026-03-18,SCUBA POLY.ELASTAN DUZ BOYALI,6.9,675.19,scuba,lescon_orme
202601464,2026-03-18,POLY.RAPORLU GIPE DOUBLEFACE DUZ BOYALI,7.5,10.2,doubleface,lescon_orme
202601463,2026-03-18,NAYL.ELASTAN WAFFLE DUZ BOYALI,11.0,10.8,naylon,lescon_orme
202601500,2026-03-23,SCUBA POLY.ELASTAN DUZ BOYALI,6.9,683.62,scuba,lescon_orme
202601500,2026-03-23,SCUBA POLY.ELASTAN DUZ BOYALI,6.9,691.89,scuba,lescon_orme
202601500,2026-03-23,SCUBA POLY.ELASTAN DUZ BOYALI,6.9,286.49,scuba,lescon_orme
202600129,2026-03-25,SCUBA POLY.ELASTAN DUZ BOYALI,6.9,-465.0,scuba,lescon_orme
202601542,2026-03-25,SCUBA POLY.ELASTAN DUZ BOYALI,6.9,539.58,scuba,lescon_orme
202601542,2026-03-25,SCUBA POLY.ELASTAN DUZ BOYALI,6.9,493.31,scuba,lescon_orme
202601583,2026-03-27,SCUBA POLY.ELASTAN TEK TOPLAMA PIKE DUZ BOYALI,6.5,10.1,scuba,lescon_orme
202601609,2026-03-30,POLY.CELIKLI INTERLOK DUZ BOYALI,7.9,20.2,interlok,lescon_orme
202601608,2026-03-30,POLY.INTERLOK DUZ BOYALI,6.5,19.59,interlok,lescon_orme
202601653,2026-03-31,SCUBA POLY.ELASTAN DUZ BOYALI,6.9,411.0,scuba,lescon_orme
202601697,2026-04-02,NAYL.PAMUK ELASTAN INTERLOK SCUBA DUZ BOYALI,10.2,643.29,interlok,lescon_orme
202601780,2026-04-07,POLY.INTERLOK DUZ BOYALI,6.5,72.0,interlok,lescon_orme
202601779,2026-04-07,NAYL.PAMUK ELASTAN SCUBA INTERLOK DUZ BOYALI,10.2,642.82,interlok,lescon_orme
202601786,2026-04-07,NAYL.ELASTAN DIAGONAL OTTOMAN DUZ BOYALI,10.0,210.27,ottoman,lescon_orme
202601786,2026-04-07,NAYL.ELASTAN DIAGONAL OTTOMAN DUZ BOYALI,10.0,186.81,ottoman,lescon_orme
202601803,2026-04-08,POLY.INTERLOK DUZ BOYALI,6.5,99.3,interlok,lescon_orme
202601808,2026-04-08,NAYL.ELASTAN WAFFLE DUZ BOYALI,11.0,8.1,naylon,lescon_orme
202601826,2026-04-09,NAYL.ELASTAN DIAGONAL OTTOMAN DUZ BOYALI,10.0,374.84,ottoman,lescon_orme
202601826,2026-04-09,NAYL.ELASTAN DIAGONAL OTTOMAN DUZ BOYALI,10.0,420.85,ottoman,lescon_orme
202601826,2026-04-09,NAYL.ELASTAN DIAGONAL OTTOMAN DUZ BOYALI,10.0,372.72,ottoman,lescon_orme
202601826,2026-04-09,NAYL.ELASTAN DIAGONAL OTTOMAN DUZ BOYALI,10.0,366.16,ottoman,lescon_orme
